id,organization_id,accessibility,admin_emails,alternate_name,description,email,languages,latitude,longitude,name,transportation,virtual,website
318,160,,,,"No description",,,48.0897886,-123.1130828,"Olympic Medical Physical Therapy and Rehabilitation - Sequim","Located in Suite 102 of Olympic Medical Center Sequim Campus off the N 5th St.",FALSE,
319,160,,,,"No description",,,48.1145841,-123.4145927,"Olympic Medical Physicians - Orthopaedic Clinic - Port Angeles","Located on Caroline St across from Olympic Medical Center.",FALSE,
320,160,,,,"No description",,,48.089429,-123.1119067,"Olympic Medical Services Building","Located in the Olympic Medical Park on N 5th Ave, south of Old Olympic Highway.",FALSE,
321,160,,,,"No description",,,48.0899562,-123.113084,"Olympic Medical Center - Cancer Center","Located in the Olympic Medical Park on N 5th Ave south of the Old Olympic Highway.",FALSE,
322,160,,,,"No description",,,48.114237,-123.4159673,"Olympic Medical Center - Home Health","Located near the corner of Georgiana St and N Washington St.",FALSE,
323,160,,,,"No description",webmaster@olympicmedical.org,,48.1152561,-123.4150459,"Olympic Medical Center","From East Front Street or East 1st Street turn north onto North Race Street or North Washington Streets.  FLoow to Caroline Street and Olympic Medical Center.",FALSE,
324,160,,,,"No description",,,48.110375,-123.431939,"Olympic Medical Physicians - Primary Care Clinic - 8th & Vine","Located at the corner of 8th and Vine Streets.",FALSE,
325,161,,,,"No description",,,47.5335162,-122.6371904,"Kitsap County Division of Aging and Long-Term Care","From Highway 16 take the Tremont Ave exit east.  Follow Tremont and turn left on Sidney Ave.  Located in the Givens Community Center on the left.",FALSE,
326,161,,,,"No description",,,47.6529349,-122.6924217,"Kitsap County Division of Aging and Long-Term Care - Caregiver Support Center","From Kitsap Mall Blvd turn right onto Silverdale Way NW.  Turn right into the old Poplars Hotel (behind Bank of America).",FALSE,
327,162,,,,"No description",acarver@pencol.edu,,47.950358,-124.3854369,"Peninsula College - Forks Extension",,FALSE,
328,162,,,,"No description",admissions@pencol.edu,,48.1003007,-123.4107632,"Peninsula College","From E Front St or Highway 101 turn south onto N Race St.  Turn left onto E Laurdisen Blvd and follow to the college campus.",FALSE,
329,163,,,,"No description",parks@co.kitsap.wa.us,,47.6320501,-122.663112,"Kitsap County Parks and Recreation","Located at the Kitsap County Fairgrounds.",FALSE,
330,163,,,,"No description",,,47.6517961,-122.6941955,"Kitsap County Parks and Recreation - Silverdale Community Center","From the Kitsap Mall travel south on Silverdale Way NW.  Turn right at the Community Center before the intersection with NW Bucklin Hill Rd.",FALSE,
331,163,,,,"No description",,,47.7984994,-122.4980321,"Kitsap County Parks and Recreation - Kingston Community Center","Located near the Kingston-Edmonds Ferry at the intersection of NE West Kingston Rd and Highway 104.",FALSE,
332,163,,,,"No description",,,47.6826734,-122.6632694,"Kitsap County Parks and Recreation - Island Lake Community Room","From Silverdale travel north on Silverdale Way NW.  Travel past Ridgetop Blvd NW and take the next right onto Bennington Dr NW.  Follow to NW Island Lake Rd.",FALSE,
333,163,,,,"No description",,,47.6334123,-122.6640916,"Kitsap County Parks and Recreation - Kitsap Fairgrounds & Events Center","Located at the Kitsap County Fairgrounds.  In Bremerton take Wheaton Way (Highway 303) to NW Fairground Rd.  Follow to the Fairgrounds.",FALSE,
334,163,,,,"No description",,,47.5014394,-122.5819941,"Kitsap County Parks and Recreation - Long Lake County Park","From SE Sedgwick Rd turn south onto Bodie Rd SE.  Park at intersection with Long Lake Rd SE.",FALSE,
335,164,,,,"No description",info@jeffersonmhs.org,,48.105899,-122.803778,"Jefferson Mental Health Services","884 West Park is in the Port Townsend Business Park, off Simms Way not far from Port Townsend city limits.",FALSE,
336,165,,,,"No description",maureen.woods@makah.com,,48.3679635,-124.6235483,"Neah Bay Tribal Senior Center","Located on 341 Bayview Ave on the beach side at driving towards the Tribal Center.",FALSE,
337,166,,,,"No description",info@kitsapchildrenstherapy.com,,47.7380977,-122.6426385,"Kitsap Children's Therapy","From Highway 305 turn west onto NE Lincoln Rd.  Go straight through the intersection onto NE Iverson St.  Turn right onto 7th Ave NE.",FALSE,
338,167,,,,"No description",,,46.9812451,-123.8205866,"Harborcrest Behavioral Health","Traveling west, Highway 12 into Aberdeen, turn right on Broadway, then right on 6th St. for 2.5 blocks. 
Traveling east, Wishkah Blvd take left on Broadway, right on 6th for 2.5 blocks.",FALSE,
339,168,,,,"No description",admin@hagh.com,,46.9792554,-123.8139192,"Housing Authority of Grays Harbor County","Located on the corner of E 1st St and N E St.",FALSE,
340,169,,,,"No description",qyouthresources@gmail.com,,47.632771,-122.651159,"Q Youth Resources","Located under the same roof as the Family of God Lutheran church on the corner of Central Valley Rd and Fairgrounds Rd. Not affiliated with the church.",FALSE,
341,170,,,,"No description",dem@co.kitsap.wa.us,,47.5547031,-122.6811369,"Kitsap County Department of Emergency Management","From the South: Take Hwy. 16 to Hwy. 3 North. Exit Hwy. 3 North at Loxie Eagans exit. Turn left. Go to Union Ave, turn left. Go up the hill and turn right on Linden, then turn right on Carver. Our building will be on the left. From the North: Take Hwy. 3 ",FALSE,
342,171,,,,"No description",information@cityofpa.us,,48.1143639,-123.4320721,"City of Port Angeles","Located in the City Hall between S Lincoln and S Peabody St.",FALSE,
343,171,,,,"No description",,,48.0803194,-123.2754019,"City of Port Angeles - Blue Mountain Transfer Station","From Port Angeles - Head east on Highway 101 for approximately 5.5 miles. Turn right onto Blue Mountain Road. Proceed about 1 mile to the station. Gate is on the right.
From Sequim - Head west on Highway 101 for approximately 6.5 miles. Turn left onto blu",FALSE,
344,172,,,,"No description",,,47.6977649,-122.89733,"Brinnon Community Center","Located on Highway 101 north of the Brinnon General Store.",FALSE,
345,173,,,,"No description",poulsbo@kacewa.org,,,,"Kitsap Adult Center for Education - Poulsbo","Located at Poulsbo First Lutheran Church at the intersection of NE Hostmark and 4th Ave NE.",FALSE,
346,173,,,,"No description",info@kacewa.org,,47.5667463,-122.628631,"Kitsap Adult Center for Education","Located downstairs in the Downtown Library on 5th St, between Pacific and Park Ave.  It is just across the street from the Kitsap Sun and behind the Admiral Theater.",FALSE,
347,173,,,,"No description",johnr@kacewa.org,,47.540804,-122.636762,"Kitsap Adult Center for Education - South Kitsap Family Service Center","Meets at the United Methodist Church in Port Orchard.",FALSE,
348,174,,,,"No description",,,48.084018,-123.114555,"St Luke's Episcopal Church","From W Fir St turn north onto 5th Ave.",FALSE,
349,175,,,,"No description",,,47.7341243,-122.6459295,"North Kitsap Senior Center","From Highway 305 turn west on NE Hostmark St and continue onto Front St.",FALSE,
350,176,,,,"No description",,,46.9757434,-123.8174897,"Aberdeen Police Department","Located on the corner of E Market and S I St.",FALSE,
351,177,,,,"No description",,,46.9535206,-123.7683046,"Cosmopolis Police Department","Located near the corner of 1st St (Highway 101) and D St.",FALSE,
352,178,,,,"No description",police@cityofelma.com,,47.0050292,-123.4038045,"Elma Police Department","Located on the corner of N 3rd and W Young streets.",FALSE,
353,179,,,,"No description",,,46.981869,-123.6021151,"Grays Harbor Sheriff's Department","Located at the courthouse on the corner of Broadway and N Main St.",FALSE,
354,180,,,,"No description",jmyers@cityofhoquiam.com,,46.976512,-123.880285,"Hoquiam Police Department","Located near the corner of 10th and Levee St, just off Simpson Ave.",FALSE,
355,181,,,,"No description",george.c@cityofmccleary.com,,47.055385,-123.26394,"McCleary Police Department","Located on the corner of S 3rd St and W Simpson Ave at the city hall.",FALSE,
356,182,,,,"No description",,,46.9817738,-123.600456,"Montesano Police Department","Located on the corner of N Main St and Broadway Ave.",FALSE,
357,183,,,,"No description",,,47.346921,-124.2927746,"Taholah Police Department","From State Route 109 turn west onto Cuitan St.  Located at the intersection with 3rd Ave.",FALSE,
358,184,,,,"No description",records@ci.westport.wa.us,,46.8931933,-124.1040188,"Westport Police Department","Located on the corner of E Washington and N Montesano St.",FALSE,
359,185,,,,"No description",info@habitatclallam.org,,48.114633,-123.420703,"Habitat for Humanity of Clallam County","Located on East Front Street between Eunice and Francis Streets.",FALSE,
360,185,,,,"No description",,,48.0798598,-123.1092842,"Habitat for Humanity of Clallam County - Sequim","Located on W Washington St between 3rd and 4th Ave.",FALSE,
361,186,,,,"No description",director@habitatejc.org,,48.1029712,-122.7992916,"Habitat for Humanity of East Jefferson County","Located on W Sims Way at the intersection with Thomas St.",FALSE,
362,187,,,,"No description",familyservices@kitsaphabitat.org,,47.5973488,-122.629412,"Habitat for Humanity of Kitsap County","On the corner of Wheaton and Sylvan Ways.",FALSE,
363,187,,,,"No description",storemanager@kitsaphabitat.org,,47.5962308,-122.6294422,"Habitat for Humanity of Kitsap County - The Habitat Store","Located near the corner of Wheaton and Sylvan Ways.",FALSE,
364,188,,,,"No description",,,48.1072037,-122.7903246,"Jefferson Healthcare - Surgery and Endoscopy Center","Located at the intersection of 10th and Sheridan St near Jefferson Healthcare.",FALSE,
365,188,,,,"No description",,,47.8218763,-122.8758901,"Jefferson Healthcare - South County Clinic","Located on Highway 101 in Quilcene.",FALSE,
366,188,,,,"No description",,,48.106975,-122.789823,"Jefferson Healthcare - Internal Medicine Clinic","Located 1 block north of Jefferson Healthcare off 10th Street.",FALSE,
367,188,,,,"No description",,,48.1049559,-122.7881307,"Jefferson Healthcare - 7th Street Clinic","Located on the corner of Sheridan Avenue and 7th Street.",FALSE,
368,188,,,,"No description",,,47.920713,-122.699304,"Jefferson Healthcare - Port Ludlow Clinic","Located on Oak Bay Rd across from the Port Ludlow ViIlage.",FALSE,
369,188,,,,"No description",,,48.1028348,-122.8055055,"Jefferson Healthcare - Home Health and Hospice","Located next to the roundabout on W Sims way off Howard St.",FALSE,
370,188,,,,"No description",,,48.1072037,-122.7903246,"Jefferson Healthcare - Madrona Family Medicine Clinic","Located at the intersection of 10th and Sheridan St near Jefferson Healthcare.",FALSE,
371,188,,,,"No description",,,48.1072037,-122.7903246,"Jefferson Healthcare - Family Medicine","Located at the intersection of 10th and Sheridan St near Jefferson Healthcare.",FALSE,
372,188,,,,"No description",,,48.106975,-122.789823,"Jefferson Healthcare - Walk-in Clinic","Located near Jefferson Healthcare on the corner of 10th and Sheridan Streets.",FALSE,
373,188,,,,"No description",,,48.1053429,-122.7902936,"Jefferson Healthcare","Take W Sims way and turn north onto Sheridan St.",FALSE,
374,188,,,,"No description",,,48.1067813,-122.7906383,"Jefferson Healthcare - Medical and Pediatric Group","Located on Sheridan a block north of Jefferson Healthcare Hospital.",FALSE,
375,189,,,,"No description",proa@qwestoffice.net,,47.5655971,-122.6294023,"Puget Rental Owners Association","Located on the corner of 4th and Park Ave.",FALSE,
376,190,,,,"No description",shelter@hsjcwa.org,,48.1028017,-122.8279172,"Humane Society of Jefferson County","Located by the county landfill.  From Highway 20 turn west onto S. Jacob Miller Rd. past fire station turn left to transfer station and left onto Critter Lane.",FALSE,
377,191,,,,"No description",,,48.1007391,-123.4328414,"Olympic National Park","Park can be reached from one of many exits of Highway 101.",FALSE,
378,192,,,,"No description",,,47.5671523,-122.6299712,"City of Bremerton - Municipal Court","Located on the corner of 6th St and Park Ave.",FALSE,
379,192,,,,"No description",,,47.5640818,-122.6722842,"City of Bremerton - Utility Billing","Call for more information.",FALSE,
380,192,,,,"No description",parks@ci.bremerton.us,,47.5822754,-122.6296377,"City of Bremerton - Sheridan Park Community Center","On Lebo just west of the Warren Ave bridge, near Lions Field.",FALSE,
381,192,,,,"No description",,,47.5669819,-122.6257395,"City of Bremerton","Located in the Norm Dicks Building on the corner of 6th St and Pacific Ave.",FALSE,
382,193,,,,"No description",,,47.95038,-124.3784406,"Clallam County Government - District II Court",,FALSE,
383,193,,,,"No description",parks@co.clallam.wa.us,,48.1155739,-123.4337165,"Clallam County Government - Parks Department","Parks are located throughout county.  Call for more information.",FALSE,
384,193,,,,"No description",,,48.1155739,-123.4337165,"Clallam County Courthouse","Located in the City Hall between S Lincoln and S Peabody.",FALSE,
385,194,,,,"No description",kyle@ccfymca.org,,48.1120516,-123.4232724,"Olympic Peninsula YMCA","Located between Jesse Webster Park (the tree park) and Erickson Field west of the Dream Playground.",FALSE,
386,194,,,,"No description",,,48.1154349,-122.7722662,"Olympic Peninsula YMCA - Port Townsend","Located at the Mountain View Commons on the corner of Blaine and Walker Streets.",FALSE,
387,195,,,,"No description",office@foglc.org,,47.632771,-122.651159,"Family of God Lutheran Church","Located at the intersection of Central Valley and Fairgrounds roads.",FALSE,
388,196,,,,"No description",info@forkswashington.org,,47.9503801,-124.3784498,"Forks Police Department","Located at the corner of E Division St and Maple Ave.",FALSE,
389,197,,,,"No description",sheriff@co.kitsap.wa.us,,47.5403732,-122.6362492,"Kitsap County Sheriff's Office","From Bay St turn onto Kitsap St by the Port Orchard City Hall.  Turn right onto Cline Ave.  Parking for the courthouse will be on the left after Division St.",FALSE,
390,197,,,,"No description",sheriff@co.kitsap.wa.us,,47.6510395,-122.6954875,"Kitsap County Sheriff's Office - Silverdale",,FALSE,
391,198,,,,"No description",police@cityofpa.us,,48.1143639,-123.4320721,"Port Angeles Police Department","Located at the corner of S Peabody and East 4th and 5th Streets.",FALSE,
392,199,,,,"No description",,,48.11496,-122.772048,"Port Townsend Police Department","Located at the corner of Blaine and Walker Streets, across from the golf course.",FALSE,
393,200,,,,"No description",police@sequimwa.gov,,48.079608,-123.1161583,"Sequim Police Department","Located in the shopping center near JCPenny and across W Washington St from Safeway.",FALSE,
394,201,,,,"No description",pensvc3@telebyte.com,,47.558563,-122.6975351,"Peninsula Services","Take Werner Rd one mile West past Auto Center Way. Located in the building just before you get to the main UPS office.",FALSE,
395,202,,,,"No description",pafoodbank@olypen.com,,48.118791,-123.442603,"Port Angeles Food Bank","From Highway 101 (Front St or 1st St) turn south onto S Valley St.",FALSE,
396,203,,,,"No description",info@portangelesschools.org,,48.1273401,-123.473891,"Port Angeles School District - Hamilton Elementary School","Located at the intersection of South M St and W 7th St.",FALSE,
397,203,,,,"No description",info@portangelesschools.org,,48.118988,-123.4556946,"Port Angeles School District - North Olympic Skills Center","From W Front St (Highway 101) follow onto Marine Dr and turn left onto Tumwater Rd.  Follow around and turn left on South B St.  Follow B St to W 9th Ave.  Located across from Lincoln High School.",FALSE,
398,203,,,,"No description",info@portangelesschools.org,,48.1085896,-123.4400294,"Port Angeles School District - Jefferson Elementary School","Located along S Lincoln St (Highway 101) at the intersection with E 12th St.",FALSE,
399,203,,,,"No description",info@portangelesschools.org,,48.102518,-123.423213,"Port Angeles School District - Franklin Elementary School","From South Race St turn east onto E Lauridsen Blvd.  Located at corner of S Washington St and E Lauridsen Blvd.",FALSE,
400,203,,,,"No description",info@portangelesschools.org,,48.113174,-123.538915,"Port Angeles School District - Dry Creek Elementary School","From Olympic Highway (Highway 101) Turn onto Laird Rd (near the intersection with Highway 112).  Turn left onto Rife Rd.",FALSE,
401,203,,,,"No description",,,48.116088,-123.465551,"Port Angeles School District - Stevens Middle School","From W Lauridsen Blvd turn north onto South E St, and follow to Stevens Middle School.",FALSE,
402,203,,,,"No description",info@portangelesschools.org,,48.119051,-123.4569612,"Port Angeles School District - Lincoln High School","From W Front St (Highway 101) follow onto Marine Dr and turn left onto Tumwater Rd.  Follow around and turn left on South B St.  Follow B St to W 9th Ave.",FALSE,
403,203,,,,"No description",PAHSinfo@portangelesschools.org,,48.1007549,-123.4383328,"Port Angeles School District - Port Angeles High School","From S Lincoln St (Highway 101) turn left onto E Lauridsen Blvd.  Next turn right onto S Peabody St, follow to end and turn right onto E Park Ave.",FALSE,
404,203,,,,"No description",info@portangelesschools.org,,48.114992,-123.433309,"Port Angeles School District","From S Lincoln or S Peabody Streets turn onto 4th St.  Located across from the Clallam County Courthouse.",FALSE,
405,203,,,,"No description",info@portangelesschools.org,,48.1022745,-123.389487,"Port Angeles School District - Roosevelt Elementary School","From E 1st St (Highway 101) turn south onto Monroe Rd by Mt Angeles Memorial Park and Cemetary.",FALSE,
406,204,,,,"No description",,,48.11496,-122.772048,"Port Townsend Food Bank","Food Bank at entrance of Mountain View Commons (formerly Mountain View Elementary School) on Blaine St.",FALSE,
407,205,,,,"No description",,,48.265058,-124.322019,"Hope Food Bank","Located at the Clallam Bay Assembly of God",FALSE,
408,206,,,,"No description",,,47.807626,-122.553752,"North Kitsap School District - David Wolfe Elementary School","From Poulsbo tranve north on Bond Rd NE (Highway 104).  Located at intersection of Highway 104 and Highland Rd NE.",FALSE,
409,206,,,,"No description",,,47.7044806,-122.6539227,"North Kitsap School District - Hilder Pearson Elementary School","Located by the intersection of Central Valley Rd and NW Luoto Rd (Highway 308).",FALSE,
410,206,,,,"No description",,,47.763622,-122.673086,"North Kitsap School District - Vinland Elementary School","From Highway 3 turn north on NW Finn Hill Rd.  NW Finn Hill Rd turn onto Rhododendron Ln NW.",FALSE,
411,206,,,,"No description",,,47.7356089,-122.556279,"North Kitsap School District - Suquamish Elementary School","From Suquamish Way NE turn north onto Division Ave NE.  TUrn right onto NE Geneva St, then left onto Park Blvd NE.",FALSE,
412,206,,,,"No description",,,47.7305782,-122.6173878,"North Kitsap School District - Poulsbo Elementary School","From Highway 305 turn east onto NE Hostmark Ave.  Follow to end and tun right onto Noll Rd NE.",FALSE,
413,206,,,,"No description",,,47.7329322,-122.622247,"North Kitsap School District - Poulsbo Middle School","Frolm Highway 305 turn east onto NE Hostmark Ave.  Located on the right-hand side after North Kitsap High School.",FALSE,
414,206,,,,"No description",,,47.7980843,-122.5183575,"North Kitsap School District - Kingston High School","From Miller Bay Rd turn onto NE West Kingston Rd.  Turn left onto Siyaya Ave NE.",FALSE,
415,206,,,,"No description",,,47.7288172,-122.6272332,"North Kitsap School District - Administrative Office","From Highway 305 turn east onto NE Hostmark St.  Turn right onto Caldart Ave.",FALSE,
416,206,,,,"No description",,,47.73541,-122.625185,"North Kitsap School District - North Kitsap High School","From Highway 305 turn east onto NE Hostmark St.  Located along the corners of Hostmark St and Caldart Ave.",FALSE,
417,206,,,,"No description",,,47.7960252,-122.5256469,"North Kitsap School District - Kingston Middle School","From Miller Bay Rd turn onto NE West Kingston Rd.",FALSE,
418,206,,,,"No description",,,47.80261,-122.5166506,"North Kitsap School District - Richard Gordon Elementary School","From Highway 104 turn south onto Barbar Cutoff Rd NE.  From Kingston Ferry Terminal tuen west onto NE West Kingston Rd, then right onto Barber Cutoff Rd NE.",FALSE,
419,207,,,,"No description",,,48.1165704,-122.7685868,"Port Townsend School District","From E Sims Way take Washington St.  Turn left onto Benton St.  Located near the Port Townsend High School.",FALSE,
420,207,,,,"No description",,,48.117607,-122.768006,"Port Townsend School District - Port Townsend High School","Located on the corner of Van Ness, Benton, and Blaine Streets.",FALSE,
421,207,,,,"No description",dlashinsky@ptsd50.org,,48.12846,-122.7778291,"Port Townsend School District - Blue Heron Middle School","Located on San Juan Ave between Center and Lopez Ave.",FALSE,
422,207,,,,"No description",msepler@ptsd50.org,,48.1113664,-122.7915336,"Port Townsend School District - Grant Street Elementary","Located off Discovery Rd on Grant St.",FALSE,
423,208,,,,"No description",,,47.821671,-122.8790532,"Quilcene Community Center","Located in Quilcene at the corner of Olympic Highway (Highway 101) and Bowen St.",FALSE,
424,209,,,,"No description",,,48.082627,-123.103475,"Sequim Food Bank","From N Sequim Ave turn west onto W Alder St.",FALSE,
425,210,,,,"No description",gneal@sequim.k12.wa.us,,48.0840461,-123.1026114,"Sequim School District","Located at the old school building at the corner of Fir St and Sequim Ave.",FALSE,
426,210,,,,"No description",,,48.0833136,-123.10776,"Sequim School District - Olympic Peninsula Academy","Located across the street from Haller Elementary on FIr St in the block of the old Sequim Community School.",FALSE,
427,210,,,,"No description",,,48.0837803,-123.1032888,"Sequim School District - Sequim High School","Located on N Sequim Ave.",FALSE,
428,210,,,,"No description",,,48.0868677,-123.112106,"Sequim School District - Sequim Middle School","Located on W Hendrickson Rd.",FALSE,
429,210,,,,"No description",,,48.084865,-123.105447,"Sequim School District - Helen Haller Elementary School","Located on W Fir St.",FALSE,
430,210,,,,"No description",dhudson@sequim.k12.wa.us,,48.0816548,-123.1759144,"Sequim School District - Greywolf Elementary School","Located just off the north side of Highway 101, across from Wal-Mart, on Carlsborg Rd.",FALSE,
431,211,,,,"No description",,,47.5116322,-122.7297199,"South Kitsap School District - Sunnyslope Elementary School","From Highway 3 turn onto Sunnyslope Rd.",FALSE,
432,211,,,,"No description",millera@skitsap.wednet.edu,,47.5231933,-122.6254695,"South Kitsap School District","From Highway 16 take the Tremont St exit east.  Follow Tremont St and turn left onto Bethel Ave.  Take Mitchell Rd SE, then turn right onto Lincoln Ave SE.  TUrn left on Hoover Ave and follow to the district building.",FALSE,
433,211,,,,"No description",,,47.536273,-122.6233751,"South Kitsap School District - Explorer Academy","From Highway 16 take the SE Mullenix Rd exit.  Turn west on SE Mullenix Rd.  Turn left at Bethel Burley Rd SE.  Turn right onto Wolf Ln.",FALSE,
434,211,,,,"No description",leacy@skitsap.wednet.edu,,47.529488,-122.600293,"South Kitsap School District - Madrona Heights Preschool","From Highway 16 take the Tremont St exit east.  Follow Tremont St and turn left onto Bethel Ave.  Take Mitchell Rd SE, then turn right onto Lincoln Ave SE.  TUrn left on Hoover Ave and follow to the district building.",FALSE,
435,211,,,,"No description",,,47.529488,-122.600293,"South Kitsap School District - Discovery Alternative School","From SE Sedgwick Rd turn north onto Jackson Ave.  Turn right on Se Mile Hill Dr, then right onto Fircrest Dr SE.",FALSE,
436,211,,,,"No description",,,47.5379634,-122.6241189,"South Kitsap School District - South Kitsap High School","From Bay St turn south onto Mitchell Ave.",FALSE,
437,211,,,,"No description",,,47.527775,-122.603626,"South Kitsap School District - Marcus Whitman Junior High School","From Highway 16 take SE Mile Hill Dr east.  Turn right onto Madrona Dr SE.",FALSE,
438,211,,,,"No description",,,47.506049,-122.532482,"South Kitsap School District - John Sedgwick Junior High School","From Highway 16 take SE Sedgwick Rd east.",FALSE,
439,211,,,,"No description",,,47.5160199,-122.6540413,"South Kitsap School District - Cedar Heights Junior High School","From Highway 16 take the Tremont Exit east.  Follow Tremont and turn right onto Pottery Ave.",FALSE,
440,211,,,,"No description",,,47.50577,-122.654188,"South Kitsap School District - Sidney Glen Elementary School","From Highway 16 turn west onto SW Sedgwick Rd.  Turn right onto Sidney Rd SW.  Located across from Fernwood Park.",FALSE,
441,211,,,,"No description",,,47.527369,-122.600029,"South Kitsap School District - Orchard Heights Elementary School","From SE Sedgwick Rd turn north onto Jackson Ave.  Turn right on Se Mile Hill Dr, then right onto Fircrest Dr SE.",FALSE,
442,211,,,,"No description",,,47.4325209,-122.5729488,"South Kitsap School District - Olalla Elementary School","From Highway 16 take SE Burley Olalla Rd east.  Located near the intersection with Olalla Valley Rd SE.",FALSE,
443,211,,,,"No description",,,47.4676526,-122.6034189,"South Kitsap School District - Mullenix Ridge Elementary School","From Highway 16 take SE Mullenix Rd east.  Located near Journey Ln.",FALSE,
444,211,,,,"No description",,,47.5519867,-122.5566815,"South Kitsap School District - Manchester Elementary School","From SE Mile Hill Dr take California Ave N.  Located near E Chester Rd.",FALSE,
445,211,,,,"No description",,,47.4987089,-122.6194104,"South Kitsap School District - Hidden Creek Elementary School","From Highway 16 take SE Sedgwick Rd east.  Turn right onto Converse Ave SE.",FALSE,
446,211,,,,"No description",,,47.438708,-122.647663,"South Kitsap School District - Burley Glenwood Elementary School","From Highway 16 and turn west onto SE Burley Olalla Rd.  Turn right onto Bethel-Burley Rd SE, then left onto SW Lakebay Blvd.",FALSE,
447,211,,,,"No description",,,47.5239244,-122.6272877,"South Kitsap School District - East Port Orchard Elementary School","From Highway 16 take the Tremont St exit east.  Follow Tremont St and turn left onto Bethel Ave.  Take Mitchell Rd SE, then turn right onto Lincoln Ave SE.  TUrn left on Hoover Ave and follow to the district building.",FALSE,
448,211,,,,"No description",,,47.518286,-122.544595,"South Kitsap School District - South Colby Elementary School","From SE Sedgwick Rd turn north onto Banner Rd SE.",FALSE,
449,212,,,,"No description",sheriff@co.clallam.wa.us,,48.1155739,-123.4337165,"Clallam County Sheriff's Office","Located in the Clallam County Courthouse at the corner of S Lincoln and E 4th streets.",FALSE,
450,212,,,,"No description",sheriff@co.clallam.wa.us,,48.1155739,-123.4337165,"Clallam County Sheriff's Office - Jail","Located in the Clallam County Courthouse at the corner of S Lincoln and E 4th streets.",FALSE,
451,213,,,,"No description",info@cchumane.com,,48.1041257,-123.4923665,"Olympic Peninsula Humane Society","Located on Highway 101 near the All Animal Veterinary Hospital across the highway from Port Angeles Hardwood.",FALSE,
452,214,,,,"No description",customerservice@kitsap-humane.org,,47.6456394,-122.7196301,"Kitsap County Humane Society","From Highway 3 turn west onto NW Newberry Hill Rd. Turn right onto Dickey Rd NW.",FALSE,
453,215,,,,"No description",,,47.7356369,-122.645846,"Poulsbo Police Department","Located on the corner of Moe and 3rd St the first floor of the city hall",FALSE,
454,216,,,,"No description",,,47.6352645,-122.5205154,"Visually Impaired Persons Support Group","Meets at the Bainbridge Island Main Library, near the intersection of Madison Ave N and High School Rd.",FALSE,
455,217,,,,"No description",admin@mychoices.org,,48.1071343,-123.4253617,"My Choices - Pregnancy Medical Resources - Port Angeles","Located at the corner of 8th and Race Streets.",FALSE,
456,217,,,,"No description",admin@mychoices.org,,48.0862181,-123.1011926,"My Choices - Pregnancy Medical Resources - Sequim","Located next to the library near the intersection of N Sequim Ave and W Hendrickson Rd.",FALSE,
457,218,,,,"No description",,,47.569645,-122.6306782,"Bremerton Fire Department","Located on Park Ave between and 8th and 10th Streets.",FALSE,
458,219,,,,"No description",info@housingresourcesbi.org,,47.6280692,-122.519412,"Housing Resources Board","From Olympic Way SE take the Winslow Way exit west, take a right on Madison Ave, then a right on Madrona Way NE.",FALSE,
459,220,,,,"No description",,,47.6064348,-122.6371839,"Planned Parenthood - Bremerton Health Center","From Wheaton Way turn west onto Riddell Rd.  Located on the left after Parkhurst Dr NE.",FALSE,
460,221,,,,"No description",info@jeffersoncountypublichealth.org,,47.8218763,-122.8758901,"Jefferson County Public Health Department - Quilcene Clinic","Located at the South County Medical Clinic, south of Quilcene.",FALSE,
461,221,,,,"No description",info@jeffersoncountypublichealth.org,,48.104782,-122.7903234,"Jefferson County Public Health Department","Take W Sims Way and turn north onto Sheridan St.",FALSE,
462,221,,,,"No description",info@jeffersoncountypublichealth.org,,48.0135457,-122.7768348,"Jefferson County Public Health Department - Chimacum Clinic","Located at the Tri-Area Community Center.",FALSE,
463,222,,,,"No description",churst@co.clallam.wa.us,,48.117249,-123.434231,"Clallam County Department of Health & Human Service - Public Health","Located in the Professional Services Building on 3rd St.",FALSE,
464,222,,,,"No description",EnviroHealth@co.clallam.wa.us,,48.1155739,-123.4337165,"Clallam County Department of Health & Human Service","Located in the County Building between S Lincoln and S Peabody St.",FALSE,
465,222,,,,"No description",,,47.9478246,-124.3868928,"Clallam County Department of Health & Human Service - Forks","From S Forks Way (Highway 101) turn west onto C St.",FALSE,
466,223,,,,"No description",,,47.5669819,-122.6257395,"Kitsap County Cooperative Extension Office","Located on the 5th floor in the Norm Dicks Building on 6th St.",FALSE,
467,224,,,,"No description",,,47.5945574,-122.6916629,"Naval Hospital Bremerton","Take Austin Dr exit from Highway 3.  Turn right on Higbee Rd.  Military ID required to pass gate to hospital.",FALSE,
468,224,,,,"No description",,,47.6948358,-122.7051246,"Naval Hospital Bremerton - Health Clinic Bangor","From Trigger Ave turn onto Scorpion Ave.  From Scorpion Ave turn onto Barb Ave.",FALSE,
469,225,,,,"No description",,,,,"Kitsap County Al-Anon","Call for meeting times and locations.",FALSE,
470,226,,,,"No description",,,48.0664695,-122.8166559," Alcoholics Anonymous District 56","Call for information about meeting locations.",FALSE,
471,227,,,,"No description",webmaster@nopaa.com,,47.9506586,-123.3456072,"Alcoholics Anonymous District 22","Call for meeting times and locations.",FALSE,
